id,Question,Desired_answer,Student_answer,score_me,score_other,score_avg
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,It enables parallel instruction execution for better performance.,5,4,4.5
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,Pipelining improves CPU throughput through parallel execution.,4,4,4.0
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,It's used to store CPU data.,2,2,2.0
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,Pipelining helps in executing instructions in parallel.,5,4,4.5
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,It enables concurrent instruction execution.,4,4,4.0
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,Pipelining is used to create CPU diagrams.,2,1,1.5
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,It helps in creating CPU connections.,3,3,3.0
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,Pipelining is used to backup CPU data.,1,1,1.0
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,It enables parallel execution of CPU instructions.,5,4,4.5
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,Pipelining improves CPU performance through parallel execution.,4,4,4.0
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,It's used to create CPU pipelines.,2,1,1.5
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,Pipelining helps in improving CPU performance.,5,4,4.5
111.7,What is the purpose of pipelining in computer architecture?,To improve CPU performance by executing multiple instructions simultaneously.,It optimizes instruction execution in the CPU.,4,4,4.0
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,Version control helps in managing code changes and collaboration.,5,5,5.0
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,It enables tracking of code changes and team collaboration.,5,4,4.5
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,Version control manages code changes and history.,4,4,4.0
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,It helps in tracking and managing code changes.,5,4,4.5
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,Version control is used to write code.,2,2,2.0
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,It's used to debug code.,2,1,1.5
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,Version control is used to store code.,1,1,1.0
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,It enables tracking of code changes and collaboration.,5,4,4.5
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,Version control manages code changes and history.,4,4,4.0
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,It's used to create code.,2,2,2.0
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,Version control helps in managing code changes.,5,4,4.5
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,It tracks and manages code changes over time.,4,4,4.0
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,Version control is used to edit code.,2,1,1.5
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,It helps in creating code faster.,3,3,3.0
111.8,What is the purpose of version control in software development?,To track and manage changes to source code over time.,Version control is used to backup code.,1,1,1.0
